year,type,author,title,field,tag,booktitle,abbr,vol,no,pages,doi
2013,inproceedings,"Wei-Tek Tsai, Charles J. Colbourn, Jie Luo, Guanqiu Qi, Qingyang Li, Xiaoying Bai",Test algebra for combinatorial testing,Diagnosis,,International Workshop on Automation of Software Test,,,,19-25,10.1109/IWAST.2013.6595786
2013,inproceedings,Redge Bartholomew,An industry proof-of-concept demonstration of automated combinatorial test,Application,,International Workshop on Automation of Software Test,,,,118-124,10.1109/IWAST.2013.6595802
2013,inproceedings,"Hongli Yang, Kai Ma, Cheng Deng, Husheng Liao, Jun Yan, Jian Zhang",Towards conformance testing of choreography based on scenario,Application,,International Symposium on Theoretical Aspects of Software Engineering,,,,59-62,10.1109/TASE.2013.23
2013,inproceedings,"Jose Torres-Jimenez, Idelfonso Izquierdo-Marquez",Survey of Covering Arrays,Other,Survey,International Symposium on Symbolic and Numeric Algorithms for Scientific Computing,,,,20-27,10.1109/SYNASC.2013.10
2013,inproceedings,"Laleh Sh. Ghandehari, Yu Lei, David Kung, Raghu N. Kacker, D. Richard Kuhn",Fault localization based on failure-inducing combinations,Diagnosis,,International Symposium on Software Reliability Engineering,ISSRE,,,168-177,10.1109/ISSRE.2013.6698916
2013,inproceedings,"Peter M. Kruse, Nelly Condori-Fernandez, Tanja E.J. Vos, Alessandra Bagnato, Etienne Brosse",Combinatorial Testing Tool Learnability in an Industrial Environment,Application,,International Symposium on Empirical Software Engineering and Measurement,,,,304-312,10.1109/ESEM.2013.49
2013,inproceedings,"Itzel D. Mendoza, D. Richard Kuhn, Raghu N. Kacker, Yu Lei",CCM: A tool for measuring combinatorial coverage of system state space,Evaluation,Tool,International Symposium on Empirical Software Engineering and Measurement,,,,291,10.1109/ESEM.2013.44
2013,inproceedings,"Christopher Henard, Mike Papadakis, Gilles Perrouin, Jacques Klein, Yves Le Traon",PLEDGE: A Product Line Editor and Test Generation Tool,Generation,"Tool, Priority, Software Product Line",International Software Product Line Conference Workshops,SPLC,,,126-129,10.1145/2499777.2499778
2013,inproceedings,"Dusica Marijan, Arnaud Gotlieb, Sagar Sen, Aymeric Hervieu",Practical Pairwise Testing for Software Product Lines,Generation,"Software Product Line, Constraint",International Software Product Line Conference,SPLC,,,227-235,10.1145/2491627.2491646
2013,inproceedings,"Christopher Henard, Mike Papadakis, Gilles Perrouin, Jacques Klein, Yves Le Traon",Multi-objective test generation for software product lines,Generation,"Software Product Line, Constraint, Search Based",International Software Product Line Conference,SPLC,,,62-71,10.1145/2491627.2491635
2013,article,"Rubing Huang, Xiaodong Xie, Dave Towey, Tsong Yueh Chen, Yansheng Lu, Jinfu Chen",Prioritization of Combinatorial Test Cases by Incremental Interaction Coverage,Optimization,Priority,International Journal of Software Engineering and Knowledge Engineering,,23,10,1427-1458,10.1142/S0218194013500459
2013,inproceedings,"Andrea Calvagna, Angelo Gargantini, Paolo Vavassori",Combinatorial Interaction Testing with CITLAB,Application,Tool,"International Conference on Software Testing, Verification and Validation",ICST,,,376-382,10.1109/ICST.2013.53
2013,inproceedings,"Linbin Yu, Yu Lei, Mehra N. Borazjany, Raghu N. Kacker, D. Richard Kuhn",An Efficient Algorithm for Constraint Handling in Combinatorial Test Generation,Generation,Constraint,"International Conference on Software Testing, Verification and Validation",ICST,,,242-251,10.1109/ICST.2013.35
2013,inproceedings,"Linbin Yu, Yu Lei, Raghu N. Kacker, D. Richard Kuhn",ACTS: A combinatorial test generation tool,Generation,Tool,"International Conference on Software Testing, Verification and Validation",ICST,,,370-375,10.1109/ICST.2013.52
2013,inproceedings,"Roberto E. Lopez-Herrejon, Francisco Chicano, Javier Ferrer, Alexander Egyed, Enrique Alba",Multi-objective optimal test suite computation for software product line pairwise testing,Generation,"Search Based, Software Product Line",International Conference on Software Maintenance,ICSM,,,404-407,10.1109/ICSM.2013.58
2013,inproceedings,"Ziyuan Wang, Ting Guo, Wujie Zhou, Weifeng Zhang, Baowen Xu",Generating partial covering array for locating faulty interactions in combinatorial testing,Diagnosis,,International Conference on Software Engineering and Knowledge Engineering,,,,578-583,
2013,inproceedings,"Xiaofang Qi, Jun He, Peng Wang",A Mixed-way Combinatorial Testing for Concurrent Programs,Application,,International Conference on Software Engineering and Knowledge Engineering,,,,699-702,
2013,inproceedings,"Dale Blue, Itai Segall, Rachel Tzoref-Brill, Aviad Zlotnick",Interaction-Based Test-Suite Minimization,Optimization,Reduction,International Conference on Software Engineering,ICSE,,,182-191,10.1109/ICSE.2013.6606564
2013,inproceedings,"Changhai Nie, Hareton Leung, Kai-Yuan Cai",Adaptive Combinatorial Testing,Application,Adaptive CT,International Conference on Quality Software,,,,284-287,10.1109/QSIC.2013.22
2013,inproceedings,"Jian Yang, Huanguo Zhang, Jianmin Fu",A fuzzing framework based on symbolic execution and combinatorial testing,Application,,International Conference on Green Computing and Communications,,,,2076-2080,10.1109/GreenCom-iThings-CPSCom.2013.389
2013,inproceedings,"Wei-Tek Tsai, Qingyang Li, Charles J. Colbourn, Xiaoying Bai",Adaptive fault detection for testing tenant applications in multi-tenancy SaaS systems,Application,,International Conference on Cloud Engineering,,,,183-192,10.1109/IC2E.2013.44
2013,inproceedings,"Cu D. Nguyen, Paolo Tonella",Automated inference of classifications and dependencies for combinatorial testing,Model,,International Conference on Automated Software Engineering,ASE,,,622-627,10.1109/ASE.2013.6693123
2013,inproceedings,Jose Torres-Jimenez,A max-SAT-based approach to constructing optimal covering arrays,Generation,,International Conference of the Catalan Association for Artificial Intelligence Research and Development,,256,,,10.3233/978-1-61499-320-9-51
2013,inproceedings,"Andrea Calvagna, Emiliano Tramontana",Incrementally Applicable t-Wise Combinatorial Test Suites for High-Strength Interaction Testing,Generation,,"International Computers, Software & Applications Conference Workshop",,,,77-82,10.1109/COMPSACW.2013.25
2013,inproceedings,"Changhai Nie, Siyang Chen, Hareton Leung, Kai-Yuan Cai",A Case Study of Adaptive Combinatorial Testing,Application,Adaptive CT,"International Computers, Software & Applications Conference Workshop",,,,47-52,10.1109/COMPSACW.2013.22
2013,inproceedings,"Rubing Huang, Jinfu Chen, Tao Zhang, Rongcun Wang, Yansheng Lu",Prioritizing Variable-Strength Covering Array,Optimization,Priority,"International Computers, Software & Applications Conference",COMPSAC,,,502-511,10.1109/COMPSAC.2013.84
2013,article,"Himer Avila-George, Jose Torres-Jimenez, Loreto Gonzalez-Hernandez, Vicente Hernández",Metaheuristic approach for constructing functional test-suites,Generation,Search Based,IET Software,,7,2,104-117,10.1049/iet-sen.2012.0074
2013,inproceedings,"Roberto E. Lopez-Herrejon, Alexander Egyed",Towards interactive visualization support for pairwise testing software product lines,Application,Software Product Line,IEEE Working Conference on Software Visualization,,,,1-4,10.1109/VISSOFT.2013.6650543
2013,inproceedings,"Eitan Farchi, Itai Segall, Rachel Tzoref-Brill",Using Projections to Debug Large Combinatorial Models,Model,,"IEEE International Conference on Software Testing, Verification and Validation Workshops",ICSTW,,,311-320,10.1109/ICSTW.2013.42
2013,inproceedings,Jacek Czerwonka,On Use of Coverage Metrics in Assessing Effectiveness of Combinatorial Test Designs,Evaluation,,"IEEE International Conference on Software Testing, Verification and Validation Workshops",ICSTW,,,257-266,10.1109/ICSTW.2013.76
2013,inproceedings,"Xintao Niu, Changhai Nie, Yu Lei, Alvin T.S. Chan",Identifying Failure-Inducing Combinations Using Tuple Relationship,Diagnosis,,"IEEE International Conference on Software Testing, Verification and Validation Workshops",ICSTW,,,271-280,10.1109/ICSTW.2013.38
2013,inproceedings,"Yvan Labiche, Faezeh Rafsanjani Sadeghi",Experimenting with Category Partition's 1-Way and 2-Way Test Selection Criteria,Evaluation,,"IEEE International Conference on Software Testing, Verification and Validation Workshops",ICSTW,,,301-310,10.1109/ICSTW.2013.41
2013,inproceedings,"Sergiy Vilkomir, Oleksii Starov, Ranjan Bhambroo",Evaluation of t-wise Approach for Testing Logical Expressions in Software,Evaluation,,"IEEE International Conference on Software Testing, Verification and Validation Workshops",ICSTW,,,249-256,10.1109/ICSTW.2013.83
2013,inproceedings,"Changhai Nie, Jing Jiang, Huayao Wu, Hareton Leung, Charles J. Colbourn",Empirically Identifying the Best Greedy Algorithm for Covering Array Generation,Generation,,"IEEE International Conference on Software Testing, Verification and Validation Workshops",ICSTW,,,239-248,10.1109/ICSTW.2013.36
2013,inproceedings,"Preeti Satish, K. Sheeba, Krishnan Rangarajan",Deriving Combinatorial Test Design Model from UML Activity Diagram,Model,,"IEEE International Conference on Software Testing, Verification and Validation Workshops",ICSTW,,,331-337,10.1109/ICSTW.2013.44
2013,inproceedings,"Andrea Calvagna, Angelo Gargantini, Paolo Vavassori",Combinatorial Testing for Feature Models Using CitLab,Model,,"IEEE International Conference on Software Testing, Verification and Validation Workshops",ICSTW,,,338-347,10.1109/ICSTW.2013.45
2013,inproceedings,"Yasuharu Nishi, Tetsuro Katayama, Satomi Yoshizawa",Combinatorial Test Architecture Design Using Viewpoint Diagram,Model,,"IEEE International Conference on Software Testing, Verification and Validation Workshops",ICSTW,,,295-300,10.1109/ICSTW.2013.82
2013,inproceedings,"Sachin Patel, Priya Gupta, Vipul Shah",Combinatorial Interaction Testing with Multi-perspective Feature Models,Model,,"IEEE International Conference on Software Testing, Verification and Validation Workshops",ICSTW,,,321-330,10.1109/ICSTW.2013.43
2013,inproceedings,"D. Richard Kuhn, Itzel D. Mendoza, Raghu N. Kacker, Yu Lei",Combinatorial Coverage Measurement Concepts and Applications,Evaluation,,"IEEE International Conference on Software Testing, Verification and Validation Workshops",ICSTW,,,352-361,10.1109/ICSTW.2013.77
2013,inproceedings,"Yong Zhao, Zhiqiang Zhang, Jun Yan, Jian Zhang",Cascade: A Test Generation Tool for Combinatorial Testing,Generation,Tool,"IEEE International Conference on Software Testing, Verification and Validation Workshops",ICSTW,,,267-270,10.1109/ICSTW.2013.37
2013,inproceedings,Oded Margalit,Better Bounds for Event Sequencing Testing,Generation,,"IEEE International Conference on Software Testing, Verification and Validation Workshops",ICSTW,,,281-284,10.1109/ICSTW.2013.39
2013,inproceedings,"Laleh Sh. Ghandehari, Mehra N. Borazjany, Yu Lei, Raghu N. Kacker, D. Richard Kuhn",Applying Combinatorial Testing to the Siemens Suite,Application,,"IEEE International Conference on Software Testing, Verification and Validation Workshops",ICSTW,,,362-371,10.1109/ICSTW.2013.47
2013,inproceedings,"Manish Mehta, Roji Philip",Applications of Combinatorial Testing Methods for Breakthrough Results in Software Testing,Application,,"IEEE International Conference on Software Testing, Verification and Validation Workshops",ICSTW,,,348-351,10.1109/ICSTW.2013.46
2013,inproceedings,"Mehra N. Borazjany, Laleh Sh. Ghandehari, Yu Lei, Raghu N. Kacker, D. Richard Kuhn",An Input Space Modeling Methodology for Combinatorial Testing,Model,,"IEEE International Conference on Software Testing, Verification and Validation Workshops",ICSTW,,,372-381,10.1109/ICSTW.2013.48
2013,inproceedings,"Xiao Qu, Myra B. Cohen",A Study in Prioritization for Higher Strength Combinatorial Testing,Optimization,Priority,"IEEE International Conference on Software Testing, Verification and Validation Workshops",ICSTW,,,285-294,10.1109/ICSTW.2013.40
2013,inproceedings,"Shuai Wang, Shaukat Ali, Arnaud Gotlieb",Minimizing test suites in software product lines using weight-based genetic algorithms,Generation,Software Product Line,Genetic and Evolutionary Computation Conference,GECCO,,,1493-1500,10.1145/2463372.2463545
2013,article,"Peyman Nayeri, Charles J. Colbourn, Goran Konjevod",Randomized post-optimization of covering arrays,Optimization,Reduction,European Journal of Combinatorics,,34,1,91-103,10.1016/j.ejc.2012.07.017
2013,inproceedings,"Toshifusa Sekizawa, Tsugu Kotorii",A case study: Verification of specifications of an embedded system and generation of verification items using pairwise testing,Application,,Asia-Pacific Software Engineering Conference,APSEC,2,,146-151,10.1109/APSEC.2013.130.
2013,inproceedings,"Satoshi Fujimoto, Hideharu Kojima, Tatsuhiro Tsuchiya",A Value Weighting Method for Pair-wise Testing,Optimization,Priority,Asia-Pacific Software Engineering Conference,APSEC,,,99-105,10.1109/APSEC.2013.24
2013,inproceedings,"Loreto Gonzalez-Hernandez, Jose Torres-Jimenez, Nelson Rangel-Valdez",MiTS in Depth: An Analysis of Distinct Tabu Search Configurations for Constructing Mixed Covering Arrays,Generation,Search Based,"Artificial Intelligence, Evolutionary Computing and Metaheuristics",,,,371-402,10.1007/978-3-642-29694-9_15
2013,inproceedings,Xiao Qu,Testing of Configurable Systems,Application,,Advances in Computers,,89,,141-162,10.1016/B978-0-12-408094-2.00004-7
2012,article,"Himer Avila-George, Jose Torres-Jimenez, Nelson Rangel-Valdez, Abel Carrión, Vicente Hernández",Supercomputing and grid computing on the verification of covering arrays,Evaluation,,The Journal of Supercomputing,,62,2,916-945,10.1007/s11227-012-0763-0
2012,inproceedings,Mohamed Zabil Mohd Hazli,Sequence-based interaction testing implementation using bees algorithm,Generation,"Sequence CA, Search Based",Symposium on Computers & Informatics,,,,81-85,10.1109/ISCI.2012.6222671.
2012,article,"Andrea Calvagna, Angelo Gargantini",T-wise combinatorial interaction test suites construction based on coverage inheritance,Generation,,"Software Testing, Verification and Reliability",STVR,22,7,507-526,10.1002/stvr.466
2012,article,"Gilles Perrouin, Sebastian Oster, Sagar Sen, Jacques Klein, Benoit Baudry, Yves Le Traon",Pairwise testing for software product lines: comparison of two approaches,Evaluation,Software Product Line,Software Quality Journal,,20,3-4,605-643,10.1007/s11219-011-9160-9
2012,article,"Malte Lochau, Sebastian Oster, Ursula Goltz, Andy Schurr",Model-based pairwise testing for feature interaction coverage in software product line engineering,Application,Software Product Line,Software Quality Journal,,20,,567-604,10.1007/s11219-011-9165-4
2012,inproceedings,"Ismail Ari, Erdi Olmezougullari, Hasan Sozer",Application of combinatorial testing techniques in complex event processing engines,Application,,Signal Processing and Communications Applications Conference,,,,1-4,10.1109/SIU.2012.6204535
